,Ages,Area,Baths,Condition,Floor,Garages,Location3,Stratum,Rooms,FormatedPrice
1725,1 a 8 años,90,2,,,1, Sur,2,2,146900000.0
1729,9 a 15 años,78,2,Excelente,3º,, Noroccidente,3,3,147000000.0
1734,9 a 15 años,72,2,Excelente,3º,2, Sur,2,4,147000000.0
1737,1 a 8 años,70,2,Bueno,3º,, Noroccidente,2,4,147000000.0
1744,9 a 15 años,74,2,Bueno,3º,, Sur,2,4,148000000.0
1746,9 a 15 años,56,2,Excelente,3º,, Sur,2,3,148000000.0
1750,9 a 15 años,144,2,Excelente,2º,1, Sur,1,6,148000000.0
1758,9 a 15 años,53,1,Bueno,3º,, Occidente,2,4,148000000.0
1767,Menos de 1 año,108,3,Excelente,3º,1, Sur,2,3,148000000.0
1777,16 a 30 años,76,2,Bueno,3º,, Noroccidente,2,3,149000000.0
1779,1 a 8 años,75,2,,,, Sur,2,4,149000000.0
1785,9 a 15 años,65,2,Bueno,3º,1, Occidente,2,3,149000000.0
1790,16 a 30 años,165,3,Bueno,4º,1, Noroccidente,2,4,149900000.0
1792,1 a 8 años,108,1,Excelente,,1, Sur,2,2,149900000.0
1793,1 a 8 años,108,3,,,1, Occidente,2,4,149900000.0
1795,1 a 8 años,108,1,Excelente,,1, Sur,2,2,149900000.0
1799,9 a 15 años,108,3,Excelente,,, Centro,2,4,149900000.0
1800,Menos de 1 año,108,3,Excelente,,, Sur,2,4,149900000.0
1803,9 a 15 años,117,3,Bueno,3º,2, Sur,1,5,149999999.0
1807,16 a 30 años,58,2,Bueno,,, Noroccidente,2,3,150000000.0
1817,9 a 15 años,62,2,Bueno,,, Sur,3,3,150000000.0
1829,Más de 30 años,12,3,Excelente,4º,, Sur,2,5,150000000.0
1830,9 a 15 años,88,2,Bueno,,, Noroccidente,2,3,150000000.0
1832,1 a 8 años,401,3,Bueno,2º,, Sur,2,9,150000000.0
1834,16 a 30 años,80,2,Bueno,2º,1, Noroccidente,2,3,150000000.0
1838,1 a 8 años,401,3,Bueno,2º,, Sur,2,9,150000000.0
1850,1 a 8 años,27,1,,,, Sur,3,6,150000000.0
1851,9 a 15 años,52,1,Excelente,3º,, Occidente,2,3,150000000.0
1853,9 a 15 años,59,1,Excelente,3º,, Occidente,2,3,150000000.0
1855,1 a 8 años,100,3,Excelente,3º,, Sur,2,4,150000000.0
1856,9 a 15 años,75,2,Bueno,3º,, Noroccidente,3,3,150000000.0
1865,1 a 8 años,70,2,Excelente,3º,, Noroccidente,2,4,150000000.0
1869,16 a 30 años,33,2,Excelente,3º,, Noroccidente,2,4,150000000.0
1873,16 a 30 años,96,2,,,, Sur,2,3,150000000.0
1877,16 a 30 años,90,2,,,, Sur,3,2,150000000.0
1894,9 a 15 años,85,2,,,1, Sur,2,3,150000000.0
1899,16 a 30 años,110,2,Remodelar,3º,, Sur,2,4,150000000.0
1912,16 a 30 años,46,1,Bueno,2º,, Noroccidente,3,3,150000000.0
1919,16 a 30 años,46,1,Bueno,2º,, Noroccidente,3,3,150000000.0
1924,16 a 30 años,70,2,Excelente,2º,, Noroccidente,2,2,150000000.0
1925,16 a 30 años,72,2,,1º,, Sur,3,3,150000000.0
1929,16 a 30 años,60,2,,,1, Noroccidente,3,3,150000000.0
1931,1 a 8 años,160,3,Excelente,4º,1, Sur,2,5,150000000.0
1944,9 a 15 años,63,2,Excelente,,, Occidente,2,3,150000000.0
1949,Más de 30 años,58,2,Bueno,,, Noroccidente,2,3,150000000.0
1950,9 a 15 años,64,2,Bueno,3º,, Occidente,3,3,150000000.0
1951,9 a 15 años,54,2,Bueno,3º,1, Occidente,2,4,150000000.0
1955,9 a 15 años,146,2,Bueno,2º,1, Sur,2,5,150000000.0
1959,16 a 30 años,53,2,,,1, Noroccidente,3,3,150000000.0
1965,9 a 15 años,105,2,,,1, Noroccidente,2,4,150000000.0
1966,9 a 15 años,60,1,Excelente,,, Occidente,2,3,150000000.0
1968,1 a 8 años,112,1,,,, Occidente,2,2,150000000.0
1970,9 a 15 años,67,3,Remodelar,3º,, Sur,2,3,150000000.0
1971,9 a 15 años,105,2,,,1, Noroccidente,2,4,150000000.0
1972,16 a 30 años,90,2,,,, Sur,3,2,150000000.0
1973,9 a 15 años,140,3,Remodelar,2º,, Sur,2,3,150000000.0
1977,9 a 15 años,73,3,Excelente,3º,, Occidente,2,5,150000000.0
1979,9 a 15 años,58,2,Remodelar,3º,1, Sur,2,3,150000000.0
1984,Más de 30 años,47,2,Bueno,,, Noroccidente,2,3,150000000.0
1985,1 a 8 años,74,2,Excelente,2º,, Noroccidente,2,3,150000000.0
1986,9 a 15 años,56,1,Bueno,3º,, Occidente,2,2,150000000.0
1989,1 a 8 años,72,1,Excelente,3º,, Occidente,2,3,150000000.0
1995,9 a 15 años,130,1,Excelente,3º,Más de 10, Occidente,3,4,150000000.0
1997,1 a 8 años,75,1,Excelente,1º,1, Sur,2,3,150000000.0
2008,1 a 8 años,112,1,,,, Occidente,2,2,150000000.0
2011,16 a 30 años,95,3,Bueno,3º,, Sur,3,2,151900000.0
2017,9 a 15 años,80,2,Excelente,2º,, Occidente,2,3,153000000.0
2024,9 a 15 años,80,2,Excelente,2º,, Occidente,2,3,153000000.0
2025,9 a 15 años,80,2,Excelente,2º,, Occidente,2,3,153000000.0
2027,Menos de 1 año,70,2,Excelente,,, Sur,2,2,153900000.0
2029,9 a 15 años,76,2,Bueno,3º,, Noroccidente,3,4,154000000.0
2037,1 a 8 años,144,2,Bueno,,, Sur,2,6,154900000.0
2039,16 a 30 años,195,3,Excelente,,, Sur,2,6,154900000.0
2040,9 a 15 años,108,2,Excelente,,1, Occidente,2,4,154900000.0
2044,1 a 8 años,36,1,,,, Noroccidente,3,2,155000000.0
2045,9 a 15 años,67,2,Bueno,3º,, Noroccidente,3,4,155000000.0
2048,9 a 15 años,70,2,Bueno,2º,1, Sur,2,3,155000000.0
2055,9 a 15 años,90,2,Bueno,,, Sur,2,4,155000000.0
2062,16 a 30 años,66,1,,,, Occidente,2,3,155000000.0
2065,9 a 15 años,63,3,Excelente,,, Occidente,2,3,155000000.0
2068,9 a 15 años,84,2,,,, Sur,2,3,155000000.0
2085,1 a 8 años,5,2,Excelente,3º,1, Sur,2,4,155000000.0
2093,9 a 15 años,68,1,Excelente,3º,1, Occidente,2,3,155000000.0
2096,9 a 15 años,44,2,Excelente,3º,1, Sur,2,4,155000000.0
2113,16 a 30 años,72,1,Excelente,,, Noroccidente,2,2,155000000.0
2119,9 a 15 años,100,2,Remodelar,3º,, Occidente,2,3,155000000.0
2120,9 a 15 años,51,1,Excelente,,, Noroccidente,3,2,155000000.0
2124,9 a 15 años,62,1,Bueno,3º,, Noroccidente,3,4,155000000.0
2128,1 a 8 años,193,2,Excelente,3º,, Sur,3,5,156095596.0
2132,Menos de 1 año,91,2,Excelente,3º,, Sur,2,3,157000000.0
2133,1 a 8 años,80,2,Excelente,3º,, Occidente,2,4,157000000.0
2134,9 a 15 años,68,2,Excelente,3º,1, Occidente,2,4,157000000.0
2135,Menos de 1 año,91,2,Excelente,3º,, Sur,2,3,157000000.0
2148,9 a 15 años,75,1,Excelente,,, Sur,3,3,158000000.0
2149,1 a 8 años,102,3,,,, Sur,1,4,158000000.0
2158,9 a 15 años,75,1,Excelente,,, Sur,3,3,158000000.0
2162,9 a 15 años,108,2,Bueno,3º,1, Sur,2,4,158000000.0
2178,16 a 30 años,144,2,Excelente,,1, Chapinero,2,6,159900000.0
2184,Más de 30 años,150,1,,1º,1, Sur,2,4,160000000.0
2187,16 a 30 años,3,1,Excelente,3º,, Noroccidente,2,4,160000000.0
2189,16 a 30 años,190,3,,3º,1, Sur,2,5,160000000.0
2190,1 a 8 años,105,2,,,, Sur,2,4,160000000.0
2193,1 a 8 años,64,2,,,, Noroccidente,2,4,160000000.0
2207,9 a 15 años,72,2,Bueno,,, Occidente,2,4,160000000.0
2208,9 a 15 años,68,2,Excelente,3º,, Occidente,3,4,160000000.0
2210,9 a 15 años,80,1,Remodelar,2º,3, Occidente,2,1,160000000.0
2221,1 a 8 años,164,3,Bueno,4º,1, Sur,2,4,160000000.0
2227,16 a 30 años,160,3,Bueno,,, Sur,2,6,160000000.0
2233,Más de 30 años,142,2,Excelente,3º,, Sur,2,3,160000000.0
2239,1 a 8 años,64,2,,,, Noroccidente,2,4,160000000.0
2240,1 a 8 años,72,1,Bueno,3º,1, Sur,3,3,160000000.0
2241,Más de 30 años,142,2,Excelente,3º,, Sur,2,3,160000000.0
2250,Más de 30 años,150,1,,1º,1, Sur,2,4,160000000.0
2252,9 a 15 años,60,2,Excelente,2º,, Noroccidente,3,2,160000000.0
2255,9 a 15 años,60,2,Excelente,2º,, Noroccidente,3,2,160000000.0
2258,9 a 15 años,112,2,,,, Noroccidente,2,5,160000000.0
2262,9 a 15 años,57,2,Excelente,,1, Occidente,3,3,160000000.0
2267,9 a 15 años,112,2,,,, Noroccidente,2,5,160000000.0
2269,1 a 8 años,54,1,Excelente,3º,1, Norte,3,2,160000000.0
2272,16 a 30 años,90,2,Bueno,2º,, Occidente,2,3,160000000.0
2274,16 a 30 años,51,1,Excelente,1º,, Sur,2,3,160000000.0
2276,9 a 15 años,89,2,Excelente,3º,, Noroccidente,3,4,160000000.0
2277,Menos de 1 año,108,3,Excelente,3º,1, Sur,2,5,160000000.0
2280,16 a 30 años,51,1,Excelente,1º,, Sur,2,3,160000000.0
2283,9 a 15 años,72,2,Excelente,,, Occidente,3,4,160000000.0
2287,16 a 30 años,120,3,Bueno,4º,, Sur,1,6,160000000.0
2288,9 a 15 años,74,2,Excelente,3º,, Sur,2,4,160000000.0
2290,16 a 30 años,120,2,Excelente,4º,1, Sur,2,3,160000000.0
2292,16 a 30 años,110,2,,,, Sur,2,3,160000000.0
2296,1 a 8 años,144,2,Bueno,4º,, Sur,2,6,160000000.0
2299,16 a 30 años,78,2,Excelente,2º,, Noroccidente,2,2,160000000.0
2302,9 a 15 años,91,2,Bueno,3º,, Sur,2,4,160000000.0
2340,16 a 30 años,86,2,Bueno,3º,, Noroccidente,2,4,160000000.0
2342,1 a 8 años,90,3,Excelente,2º,, Sur,2,4,160000000.0
2348,16 a 30 años,90,2,Excelente,3º,1, Sur,2,4,160000000.0
2353,1 a 8 años,110,3,Bueno,,, Sur,2,6,160000000.0
2361,9 a 15 años,55,2,Bueno,3º,, Noroccidente,3,3,160000000.0
2363,9 a 15 años,72,2,Bueno,,1, Sur,2,4,160000000.0
2373,1 a 8 años,89,3,Excelente,3º,1, Occidente,2,3,160000000.0
2377,16 a 30 años,75,2,,,, Noroccidente,3,3,160000000.0
2378,16 a 30 años,60,2,Bueno,,, Noroccidente,3,2,160000000.0
2382,9 a 15 años,76,2,Excelente,3º,, Noroccidente,3,3,161000000.0
2388,9 a 15 años,114,3,,,1, Sur,2,4,162000000.0
2391,16 a 30 años,66,1,,,, Occidente,3,2,162000000.0
2399,Menos de 1 año,208,3,Excelente,,, Sur,2,4,163900000.0
2402,1 a 8 años,147,2,Excelente,3º,1, Sur,2,2,164900000.0
2405,16 a 30 años,216,4,Bueno,3º,, Sur,2,8,164900000.0
2406,Menos de 1 año,108,2,Excelente,4º,, Sur,2,5,164990000.0
2412,16 a 30 años,77,2,Bueno,3º,, Occidente,3,3,165000000.0
2418,1 a 8 años,45,4,,,1, Noroccidente,2,8,165000000.0
2425,9 a 15 años,72,1,Bueno,3º,1, Sur,3,3,165000000.0
2433,1 a 8 años,240,4,,,1, Sur,2,8,165000000.0
2435,16 a 30 años,108,2,Excelente,3º,, Sur,3,4,165000000.0
2436,9 a 15 años,65,2,,,1, Noroccidente,3,3,165000000.0
2445,9 a 15 años,66,2,Bueno,3º,, Occidente,2,4,165000000.0
2446,9 a 15 años,80,2,Excelente,3º,1, Occidente,2,4,165000000.0
2451,9 a 15 años,66,2,Bueno,3º,1, Noroccidente,2,4,165000000.0
2457,9 a 15 años,67,2,Bueno,3º,, Occidente,2,3,165000000.0
2458,9 a 15 años,68,2,Excelente,3º,1, Occidente,3,3,165000000.0
2463,9 a 15 años,54,1,Bueno,3º,, Occidente,2,3,165000000.0
2467,16 a 30 años,72,2,Bueno,3º,, Noroccidente,3,3,165000000.0
2468,1 a 8 años,58,2,Excelente,3º,, Norte,3,3,165000000.0
2471,Menos de 1 año,90,3,,,, Sur,2,4,165000000.0
2479,1 a 8 años,612,2,,,, Sur,1,4,165000000.0
2486,9 a 15 años,52,2,,,, Noroccidente,3,3,165000000.0
2489,9 a 15 años,72,2,,,, Occidente,2,4,165000000.0
2493,Menos de 1 año,100,3,Excelente,4º,, Noroccidente,2,4,165000000.0
2495,9 a 15 años,63,2,Excelente,3º,, Noroccidente,3,3,165000000.0
2500,Más de 30 años,72,1,Excelente,2º,, Norte,3,2,165000000.0
2506,16 a 30 años,33,1,Excelente,2º,, Sur,2,2,165000000.0
2508,9 a 15 años,69,2,Excelente,3º,1, Occidente,3,3,165000000.0
2520,16 a 30 años,42,3,Bueno,,, Sur,1,3,165000000.0
2523,9 a 15 años,66,2,Bueno,3º,1, Noroccidente,2,4,165000000.0
2528,9 a 15 años,64,1,Bueno,3º,, Sur,2,3,167000000.0
2556,9 a 15 años,102,1,Remodelar,3º,1, Noroccidente,2,3,169000000.0
2559,9 a 15 años,52,1,Bueno,,, Noroccidente,3,3,169500000.0
2560,16 a 30 años,144,2,Excelente,,1, Sur,2,5,169900000.0
2561,1 a 8 años,85,2,Bueno,,, Sur,2,3,169900000.0
2562,1 a 8 años,120,2,Excelente,,1, Sur,2,3,169900000.0
2563,9 a 15 años,60,2,Bueno,3º,, Sur,2,4,169900000.0
2566,1 a 8 años,135,3,,,1, Occidente,2,4,169900000.0
2567,9 a 15 años,120,2,Bueno,2º,, Sur,2,5,169900000.0
2569,Menos de 1 año,120,2,Excelente,4º,1, Sur,2,5,169990000.0
2570,Menos de 1 año,144,2,Excelente,4º,1, Sur,2,5,169999000.0
2571,9 a 15 años,78,1,,,, Occidente,3,3,170000000.0
2574,1 a 8 años,60,2,Excelente,2º,, Noroccidente,2,3,170000000.0
2581,9 a 15 años,70,2,Bueno,Otros,, Noroccidente,3,4,170000000.0
2586,1 a 8 años,117,3,Excelente,3º,, Occidente,2,3,170000000.0
2587,16 a 30 años,90,2,Bueno,3º,1, Noroccidente,2,3,170000000.0
2594,1 a 8 años,99,2,Excelente,3º,, Occidente,2,3,170000000.0
2606,9 a 15 años,220,3,,,, Sur,2,4,170000000.0
2621,9 a 15 años,72,3,Excelente,3º,, Sur,2,7,170000000.0
2622,9 a 15 años,108,2,Bueno,Otros,, Noroccidente,2,3,170000000.0
2632,16 a 30 años,144,2,,,1, Sur,2,3,170000000.0
2634,9 a 15 años,142,3,,,, Sur,2,6,170000000.0
2644,9 a 15 años,68,2,Excelente,3º,, Noroccidente,3,3,170000000.0
2647,9 a 15 años,100,1,Remodelar,4º,1, Occidente,3,5,170000000.0
2650,9 a 15 años,54,2,Excelente,3º,, Noroccidente,3,2,170000000.0
2654,1 a 8 años,82,1,,,1, Occidente,2,2,170000000.0
2656,9 a 15 años,60,2,Excelente,3º,, Occidente,2,4,170000000.0
2658,16 a 30 años,168,2,Excelente,2º,1, Sur,2,6,170000000.0
2660,1 a 8 años,60,3,Excelente,,1, Occidente,3,4,170000000.0
2663,9 a 15 años,108,2,Bueno,Otros,, Noroccidente,2,3,170000000.0
2683,9 a 15 años,176,2,Bueno,3º,1, Sur,2,2,170000000.0
2684,Menos de 1 año,144,2,Excelente,4º,, Sur,2,5,170000000.0
2691,9 a 15 años,108,2,Bueno,Otros,, Noroccidente,2,3,170000000.0
2712,9 a 15 años,50,2,Excelente,3º,, Noroccidente,3,3,170000000.0
2718,9 a 15 años,220,3,,,, Sur,2,4,170000000.0
2720,9 a 15 años,85,1,,,, Occidente,3,3,170000000.0
2734,1 a 8 años,120,2,,,1, Sur,2,4,174900000.0
2741,16 a 30 años,210,3,Excelente,3º,, Sur,1,6,175000000.0
2742,9 a 15 años,97,1,,,, Sur,1,4,175000000.0
2763,16 a 30 años,90,3,Excelente,3º,, Norte,3,4,175000000.0
2765,Menos de 1 año,120,2,Excelente,2º,1, Sur,2,4,175000000.0
2779,9 a 15 años,80,2,Bueno,3º,, Noroccidente,3,4,175000000.0
2785,Menos de 1 año,120,2,Excelente,2º,1, Sur,2,4,175000000.0
2797,9 a 15 años,62,1,,,, Occidente,2,3,175000000.0
2801,16 a 30 años,112,3,Bueno,,1, Noroccidente,2,3,175000000.0
2817,9 a 15 años,77,3,Bueno,3º,1, Occidente,3,5,175000000.0
2819,9 a 15 años,84,2,Excelente,2º,, Sur,2,4,175000000.0
2849,9 a 15 años,75,2,Excelente,3º,, Sur,2,4,178000000.0
2852,9 a 15 años,96,3,Bueno,3º,, Occidente,2,4,178000000.0
2859,Menos de 1 año,152,4,Excelente,3º,2, Sur,2,6,179000000.0
2862,Menos de 1 año,152,4,Excelente,3º,2, Sur,2,6,179000000.0
2863,1 a 8 años,90,2,Excelente,3º,, Sur,3,3,179000000.0
2864,1 a 8 años,90,2,Excelente,3º,, Sur,3,3,179000000.0
2865,Menos de 1 año,152,4,Excelente,3º,2, Sur,2,6,179000000.0
2869,16 a 30 años,90,2,Excelente,1º,, Norte,2,4,179900000.0
2871,1 a 8 años,69,2,Bueno,3º,1, Norte,3,3,179900000.0
2873,Más de 30 años,252,4,Bueno,3º,1, Sur,2,4,179900000.0
2876,16 a 30 años,270,4,Excelente,,, Sur,2,7,179950000.0
2878,1 a 8 años,216,3,Excelente,3º,, Sur,2,7,180000000.0
2880,1 a 8 años,102,3,,,1, Sur,2,3,180000000.0
2889,1 a 8 años,216,3,Excelente,3º,, Sur,2,7,180000000.0
2890,16 a 30 años,70,2,Excelente,,, Norte,3,2,180000000.0
2892,1 a 8 años,96,3,Bueno,,, Occidente,3,6,180000000.0
2893,Menos de 1 año,144,3,Excelente,3º,1, Sur,2,5,180000000.0
2897,Más de 30 años,81,1,Bueno,2º,, Sur,3,3,180000000.0
2898,9 a 15 años,120,3,Excelente,3º,1, Sur,2,4,180000000.0
2900,Más de 30 años,80,1,Bueno,1º,, Centro,3,3,180000000.0
2904,1 a 8 años,216,3,Excelente,3º,, Sur,2,7,180000000.0
2906,9 a 15 años,220,3,,,, Sur,2,9,180000000.0
2912,9 a 15 años,85,2,,,1, Sur,3,3,180000000.0
2919,9 a 15 años,82,3,Bueno,,, Noroccidente,3,3,180000000.0
2920,16 a 30 años,342,6,Bueno,3º,1, Sur,2,11,180000000.0
2923,16 a 30 años,42,3,Excelente,4º,, Sur,1,5,180000000.0
2941,16 a 30 años,102,2,,,, Noroccidente,2,4,180000000.0
2943,1 a 8 años,144,3,Excelente,4º,2, Sur,2,3,180000000.0
2945,9 a 15 años,72,2,,,, Sur,2,4,180000000.0
2952,9 a 15 años,110,2,Bueno,,, Sur,2,4,180000000.0
2954,1 a 8 años,56,2,Excelente,3º,, Occidente,3,4,180000000.0
2956,9 a 15 años,53,2,Excelente,3º,1, Occidente,3,3,180000000.0
2958,9 a 15 años,62,2,Excelente,,, Noroccidente,3,2,180000000.0
2968,1 a 8 años,40,3,Excelente,3º,, Sur,3,3,180000000.0
2972,16 a 30 años,144,2,Bueno,2º,1, Sur,2,4,180000000.0
2973,16 a 30 años,150,3,Excelente,3º,, Sur,2,6,180000000.0
2976,9 a 15 años,52,1,Bueno,3º,, Noroccidente,3,3,180000000.0
2978,Más de 30 años,81,1,Bueno,2º,, Sur,3,3,180000000.0
2979,9 a 15 años,147,3,Bueno,2º,2, Sur,2,6,180000000.0
2980,1 a 8 años,30,1,,,1, Noroccidente,2,3,180000000.0
2987,1 a 8 años,30,1,,,1, Occidente,2,3,180000000.0
2995,16 a 30 años,120,2,,,, Sur,3,3,180000000.0
2998,9 a 15 años,180,2,Bueno,3º,, Sur,2,5,180000000.0
3007,9 a 15 años,75,2,,,1, Noroccidente,3,3,180000000.0
3010,1 a 8 años,90,2,Excelente,1º,1, Sur,2,3,180000000.0
3013,1 a 8 años,66,1,Remodelar,2º,, Sur,3,3,180000000.0
3021,1 a 8 años,72,2,Bueno,2º,1, Sur,3,2,182000000.0
3025,16 a 30 años,60,2,Bueno,,, Occidente,3,3,183000000.0
3026,9 a 15 años,60,2,Excelente,,1, Noroccidente,3,3,183000000.0
3029,9 a 15 años,216,3,Excelente,,1, Sur,2,10,183900000.0
3030,9 a 15 años,57,1,Excelente,3º,, Occidente,3,4,184000000.0
3031,9 a 15 años,57,1,Excelente,3º,, Occidente,3,4,184000000.0
3032,9 a 15 años,57,1,Excelente,3º,, Occidente,3,4,184000000.0
3033,16 a 30 años,65,2,,,, Sur,2,3,184000000.0
3034,9 a 15 años,57,1,Excelente,3º,, Occidente,3,4,184000000.0
3046,16 a 30 años,150,3,Excelente,,, Sur,2,5,185000000.0
3048,1 a 8 años,132,3,Excelente,3º,1, Occidente,2,4,185000000.0
3056,1 a 8 años,65,2,Excelente,3º,1, Occidente,3,3,185000000.0
3058,9 a 15 años,70,3,Excelente,3º,1, Noroccidente,3,4,185000000.0
3064,9 a 15 años,65,2,,,, Occidente,3,4,185000000.0
3065,16 a 30 años,70,2,,,, Sur,3,4,185000000.0
3069,9 a 15 años,75,2,Excelente,,1, Sur,2,4,185000000.0
3078,9 a 15 años,108,2,Bueno,3º,1, Sur,3,3,185000000.0
3079,1 a 8 años,72,4,Excelente,4º,1, Sur,2,8,185000000.0
3096,Más de 30 años,56,3,Bueno,,, Sur,2,4,185000000.0
3097,1 a 8 años,144,2,Remodelar,,, Sur,2,4,185000000.0
3113,9 a 15 años,180,6,,,, Sur,2,8,185000000.0
3116,Más de 30 años,96,2,Excelente,,, Occidente,3,2,185000000.0
3118,1 a 8 años,108,2,Excelente,4º,1, Occidente,2,4,185000000.0
3121,9 a 15 años,64,2,Excelente,3º,, Noroccidente,3,3,185000000.0
3133,16 a 30 años,78,2,Excelente,3º,1, Sur,3,4,185000000.0
3141,9 a 15 años,58,2,Bueno,3º,, Noroccidente,3,4,187000000.0
3142,9 a 15 años,290,2,Excelente,,, Sur,2,16,187000000.0
3143,16 a 30 años,140,4,Excelente,4º,1, Occidente,2,5,187000000.0
3144,16 a 30 años,140,4,Excelente,4º,1, Occidente,2,5,187000000.0
3150,16 a 30 años,125,2,Excelente,5º,, Sur,2,4,188000000.0
3159,1 a 8 años,100,3,,4º,1, Noroccidente,2,4,189000000.0
3166,9 a 15 años,118,3,Bueno,,, Sur,2,3,189900000.0
3169,9 a 15 años,156,2,,2º,2, Occidente,2,3,189900000.0
3170,16 a 30 años,181,3,Excelente,3º,, Chapinero,2,6,189900000.0
3180,9 a 15 años,64,2,Bueno,3º,, Occidente,2,3,190000000.0
3183,1 a 8 años,54,1,Excelente,3º,, Sur,3,3,190000000.0
3185,16 a 30 años,83,2,Excelente,3º,1, Sur,2,3,190000000.0
3187,9 a 15 años,62,2,,,, Sur,2,5,190000000.0
3188,9 a 15 años,122,3,,,1, Occidente,2,5,190000000.0
3199,1 a 8 años,110,3,Bueno,3º,, Sur,3,4,190000000.0
3202,16 a 30 años,72,2,,3º,1, Sur,2,5,190000000.0
3206,16 a 30 años,72,1,Bueno,2º,, Occidente,3,3,190000000.0
3216,9 a 15 años,64,2,Bueno,3º,, Occidente,2,3,190000000.0
3226,9 a 15 años,64,2,Bueno,3º,, Occidente,2,3,190000000.0
3238,16 a 30 años,108,2,Excelente,4º,1, Sur,3,4,190000000.0
3242,16 a 30 años,99,2,Excelente,3º,, Occidente,2,4,190000000.0
3243,9 a 15 años,64,2,Bueno,3º,, Occidente,2,3,190000000.0
3248,9 a 15 años,58,3,Bueno,3º,, Noroccidente,3,3,190000000.0
3255,16 a 30 años,72,2,,,1, Sur,2,5,190000000.0
3257,1 a 8 años,100,3,Excelente,3º,, Sur,3,4,190000000.0
3260,9 a 15 años,84,2,Excelente,,, Occidente,2,4,190000000.0
3265,9 a 15 años,76,3,Excelente,3º,, Noroccidente,3,3,190000000.0
3266,16 a 30 años,108,2,Bueno,,, Noroccidente,2,4,190000000.0
3267,9 a 15 años,108,3,Excelente,3º,, Sur,2,4,190000000.0
3272,9 a 15 años,56,2,Excelente,3º,, Noroccidente,3,3,190000000.0
3274,1 a 8 años,72,2,Excelente,,1, Occidente,2,4,190000000.0
3279,9 a 15 años,100,3,,,1, Occidente,2,4,190000000.0
3280,9 a 15 años,84,2,Excelente,,, Occidente,2,4,190000000.0
3282,9 a 15 años,100,3,,,1, Occidente,2,4,190000000.0
3283,Más de 30 años,127,2,Bueno,,, Sur,2,5,190000000.0
3284,9 a 15 años,57,2,Excelente,3º,, Noroccidente,3,4,190000000.0
3293,16 a 30 años,99,2,Excelente,3º,, Occidente,2,4,190000000.0
3300,9 a 15 años,81,2,Bueno,Otros,, Sur,2,4,190000000.0
3305,16 a 30 años,85,3,Bueno,3º,, Norte,3,4,192000000.0
3307,9 a 15 años,72,3,Remodelar,3º,Más de 10, Occidente,2,4,193000000.0
3308,9 a 15 años,72,3,Remodelar,3º,Más de 10, Occidente,2,4,193000000.0
3311,9 a 15 años,70,3,Excelente,3º,, Occidente,2,4,193500000.0
3320,Menos de 1 año,180,4,Excelente,4º,1, Sur,2,6,194990000.0
3321,Menos de 1 año,180,4,Excelente,4º,1, Sur,2,6,194990000.0
3340,16 a 30 años,72,1,Excelente,Otros,1, Sur,3,3,195000000.0
3343,1 a 8 años,144,2,Excelente,3º,, Sur,2,6,195000000.0
3345,16 a 30 años,96,2,,,, Noroccidente,2,5,195000000.0
3350,16 a 30 años,90,2,Bueno,3º,1, Noroccidente,2,2,195000000.0
3351,Más de 30 años,163,3,,,, Occidente,3,4,195000000.0
3352,16 a 30 años,76,1,Excelente,3º,1, Sur,3,3,195000000.0
3354,16 a 30 años,97,3,Bueno,4º,, Sur,2,4,195000000.0
3367,16 a 30 años,120,2,Excelente,4º,, Occidente,2,5,195000000.0
3372,9 a 15 años,60,2,Excelente,3º,, Noroccidente,3,4,195000000.0
3378,9 a 15 años,71,2,Excelente,3º,, Sur,3,4,195000000.0
3382,16 a 30 años,200,3,,3º,, Sur,2,7,195000000.0
3383,1 a 8 años,58,2,Excelente,5º,1, Occidente,3,3,195000000.0
3389,1 a 8 años,198,4,Bueno,6º,1, Occidente,2,4,195000000.0
3403,9 a 15 años,108,2,Excelente,3º,1, Occidente,2,3,198000000.0
3408,1 a 8 años,108,3,Excelente,4º,1, Occidente,2,3,198000000.0
3412,9 a 15 años,78,2,Bueno,3º,1, Occidente,3,4,198000000.0
3414,9 a 15 años,62,2,,,, Occidente,3,3,198000000.0
3416,16 a 30 años,108,1,Bueno,,, Sur,3,3,198000000.0
3419,Más de 30 años,245,5,Bueno,4º,1, Noroccidente,2,11,198900000.0
3420,Más de 30 años,420,6,Bueno,,, Sur,3,9,198900000.0
3424,16 a 30 años,160,2,Excelente,3º,, Occidente,3,4,199000000.0
3432,16 a 30 años,160,2,Excelente,3º,, Occidente,3,4,199000000.0
3435,16 a 30 años,72,2,Bueno,2º,, Occidente,3,2,199000000.0
3438,16 a 30 años,160,2,Excelente,3º,, Occidente,3,4,199000000.0
3441,1 a 8 años,79,3,Bueno,3º,, Occidente,3,3,199900000.0
3446,1 a 8 años,79,3,Bueno,3º,, Occidente,3,3,199900000.0
3448,16 a 30 años,144,3,Excelente,,1, Sur,2,3,199900000.0
3449,Más de 30 años,391,3,Bueno,3º,, Sur,2,10,199900000.0
3450,Más de 30 años,195,3,Bueno,3º,1, Sur,2,5,199900000.0
3452,9 a 15 años,190,3,,,1, Sur,1,9,200000000.0
3462,9 a 15 años,65,2,,,, Noroccidente,3,4,200000000.0
3477,16 a 30 años,72,3,,,1, Sur,2,6,200000000.0
3478,9 a 15 años,190,3,,,1, Sur,1,9,200000000.0
